salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,target
103125.48379952488,0.0,21,2,8,3,319768.96426257194,4,338349.74371145567,1
135983.3438016299,0.0,25,4,14,0,423837.77555045625,7,116330.4466953698,1
98262.43477649744,0.0,55,1,18,6,144088.12440813935,19,139095.35411533137,0
133009.0417030814,0.0,68,1,14,5,233361.40250149256,7,478606.5361033906,1
63757.29086464148,16955.938253511093,26,2,12,4,522851.309309752,24,229712.43983592128,1
36227.40117091722,79172.152902112,25,4,10,5,323205.6435770286,23,34777.57441187046,1
105964.23141380232,0.0,69,2,3,3,683241.8333776349,13,138986.80155504606,1
102638.97775437203,0.0,43,1,12,5,212852.10923144632,9,350910.15672927565,0
108861.19651976675,0.0,24,4,6,8,0.0,6,231130.10592555787,1
55093.21748195614,79404.33847159133,64,4,8,5,402855.5760569429,25,27968.97377464197,1
126834.33722088508,0.0,71,2,13,4,226475.4420846189,30,471454.8571675272,1
133927.79144144696,0.0,40,1,16,6,276936.6307773405,21,229425.9262936994,0
54434.42164474682,28497.06307704876,55,4,9,6,279564.5767204954,13,180998.22185680547,0
149652.35113859095,0.0,28,4,16,1,879047.5102736164,28,54824.565175329575,1
101567.98542140171,0.0,70,3,20,1,619337.1181721501,20,498060.6901200484,1
88784.86486288781,0.0,55,0,4,8,0.0,25,320480.89928990405,0
34501.78256746394,42607.39380018288,49,0,9,8,0.0,17,456313.91967241024,0
133167.4140787797,0.0,39,4,20,3,326419.6342748174,25,80774.51787657669,1
143954.96719495536,0.0,79,4,1,5,296581.71240868437,4,464549.30813230854,1
134233.84411701397,0.0,73,2,8,0,592697.2739577865,19,473474.72264899703,1
31134.94876882424,46449.28474874603,24,4,5,2,695850.4936484204,18,82563.47948706383,1
88597.59236437302,0.0,58,3,7,8,0.0,23,100575.53169484796,0
60523.117869116344,84636.2017495671,61,2,15,8,0.0,8,112348.66851577869,1
63951.12307916919,54123.1538842925,34,4,8,0,456794.46880722605,21,29436.883438161698,1
28762.042654339974,12355.97185397636,41,0,17,3,389238.6319822735,16,107118.4036852193,0
37200.54033425325,80163.56804355033,56,4,16,3,642309.7121453767,26,203529.9807429683,0
32262.353543944686,59423.70621359973,42,3,14,7,136383.67483696033,2,336682.2736466508,0
147941.4774775756,0.0,26,0,13,5,390177.7532585096,4,124328.16696014281,1
44727.158097305495,43646.016087484895,47,1,9,7,74980.64478821005,30,37692.44418714468,0
125042.89181512133,0.0,74,4,4,0,921715.9151988177,18,418013.79253997596,1
145969.51344701764,0.0,79,1,6,6,197128.2250901437,7,432325.1970151077,1
137317.57251637132,0.0,30,3,1,6,153040.6116344304,26,392564.6783970608,1
57082.39976309964,62244.36277001219,66,4,16,2,413938.7203605823,7,484354.6824845794,1
95293.4378061133,0.0,54,0,11,0,440113.8698111629,16,251425.19145975678,0
130853.5859662771,0.0,30,0,17,1,945939.781740885,3,297517.55322501383,1
107777.63196853171,0.0,35,3,4,3,539459.5287536052,2,309690.75516605156,1
74499.23899366343,53775.421696841855,53,2,9,3,584862.9873849147,11,119342.976307923,0
71452.16008286309,60376.76672199785,39,3,11,1,356520.8198189725,20,499227.22042722115,1
149492.53822116228,0.0,24,4,7,8,0.0,30,174504.41748225753,1
28942.870827802504,28321.331238109855,38,1,15,8,0.0,20,491926.65512574115,1
124922.9926244685,0.0,53,0,18,4,572702.415774431,4,469465.001963552,0
37457.8448711378,18657.150281432667,26,4,5,4,312702.50858315773,7,358806.093569399,1
46467.65060256888,57567.84691638098,36,4,16,4,562134.5964317293,28,25399.446831265326,1
102456.97815019525,0.0,73,2,2,0,666845.2308840705,5,318556.6886506898,1
54054.184116465265,65592.31812609482,55,3,18,0,489499.104471468,29,345509.8118779382,0
39377.057112207534,12702.110354562295,43,4,18,2,557872.027728463,2,154129.17496506684,0
136867.5935365367,0.0,70,0,12,3,591033.3441552882,22,51396.810835892815,1
