0,1,2,target
6.394267984578837,0.25010755222666936,2.7502931836911926,0
7.364712141640124,6.766994874229113,8.921795677048454,0
4.2192181968527045,0.29797219438070344,2.1863797480360336,0
0.26535969683863625,1.988376506866485,6.498844377795232,0
2.204406220406967,5.892656838759088,8.094304566778266,0
9.572130722067811,3.365945451126268,0.9274584338014791,0
0.797919769236275,2.327908863610302,1.0100142940972912,0
8.428519201898096,7.759999115462448,2.2904807196410437,0
3.154530480590819,2.6774087597570273,2.109828435863265,0
3.9940050514039727,2.1932075915728335,9.975376064951103,0
0.9090941217379389,0.4711637542473457,1.0964913035065915,0
5.005861130502983,1.7865188053013137,9.126278393448205,0
0.005718961279435053,3.241560570046731,0.19476742385832302,0
8.787218778231843,8.316655293611795,3.0751412540266143,0
0.6921251846838361,7.606021652572315,7.658344293069877,0
4.231379402008869,2.1179820544208203,5.392960887794583,0
2.0115106338969593,3.1171629130089498,9.951493566608946,0
2.142368073704386,1.32311848725025,9.35514240580671,0
0.9693081422882333,4.310511824063775,4.235786230199208,0
7.2907584945985064,6.7336454729330155,9.841652113659661,0
1.902089084408115,4.4861354783313185,4.218816398344042,0
5.503253124498481,0.5058832952488124,9.992824684127266,0
0.5716527290748308,5.841775944589712,5.028503829195135,0
5.950351064500277,6.752125536040902,2.352038950009312,0
0.7254311449315731,4.5828552261858615,9.984544408544423,0
0.73260721099633,2.1315431226704042,2.6520041475040133,0
6.539763177107326,0.07823107152157949,8.171041351154617,0
6.633887149660773,9.389300039271038,1.3429111439336772,0
1.0703597770941764,5.532236408848159,2.7234821231481634,0
4.885318521493765,9.053364910793233,8.461037132948555,0
4.276869189806794,0.09669699608339966,0.7524386007376704,0
1.4809378556748265,1.2744551928213876,3.082583499301337,0
2.4952973922292445,1.0279362167178563,7.801162418714426,0
7.419500778394765,6.706285044329995,3.642214717812642,0
4.024003870577246,2.9565520252594704,1.2728779905915322,0
4.421597993048074,2.137014009891003,4.731861859093263,0
6.72795670557167,2.246406659972883,1.9912993272657664,0
2.4484254407835015,4.751363442188051,8.49737694624732,0
4.943771690104369,2.4398443957843883,6.560580111117841,0
1.7588668170653166,9.579660422795397,5.179577504437408,0
0.7748335386473582,2.857281508631525,2.717151070821846,0
5.401522225184564,1.3837406151615572,2.312614797281868,0
4.157742341031559,2.0683438951441024,4.201435177734256,0
3.8038102892771164,0.058960835839930725,3.517588026718247,0
4.3583597604663655,0.2902481994671524,3.3612954369838244,0
6.222569609740647,0.2696645190513769,3.9402025633970474,0
0.27102046340312436,6.427496480093358,1.3569948723056424,0
0.5028463348862755,3.7910386418813955,2.1166028421148155,0
2.522715317823806,0.8190623276164255,0.1938328705001069,0
0.20380017320332344,1.5238234578479037,1.2622097487420625,0
1.6778914336780226,6.072474938909317,7.479256519552858,0
8.193011743110851,9.647207730340877,1.0809874965760657,0
2.6839553804922534,8.517131600193318,8.307310188906033,0
3.7898930412826406,0.2869999777008958,8.509528363124591,0
0.9305335055467168,2.2159640047253015,6.917871552952018,0
2.82998703274955,1.0052610809079077,1.9411757809107344,0
1.7944154368540333,0.14148367256063832,5.341350892676633,0
9.74294931102738,5.533589667986083,6.974173929101944,0
4.6939694493051025,4.4046879813601025,1.8436367039008172,0
0.7408217025563979,6.294457069519983,0.5360907429253314,0
5.628395970845642,3.0383551184222766,9.939181227102202,0
6.604281371920367,1.5705709338087714,1.7381354832643447,0
0.026757226028857328,4.505037046177024,5.938111951195633,0
6.476347234024807,9.08411445212606,8.266311596500596,0
1.6592278922072468,3.076118126142325,7.489577220696233,0
2.886105883058417,1.2435365817470823,6.886779912120938,0
9.426762407440407,5.0047217711792555,4.937952193450843,0
0.3986078418361305,4.3202866416077255,3.2232158335829997,0
4.917258021910134,0.9124240629382718,3.4796105629465046,0
