0,1,2,3,4,5,6,7,target
0.4219218196852704,0.029797219438070344,0.21863797480360336,0.5053552881033624,0.026535969683863625,0.1988376506866485,0.6498844377795232,0.5449414806032167,0
0.006498759678061017,0.8058192518328079,0.6981393949882269,0.3402505165179919,0.15547949981178155,0.9572130722067812,0.33659454511262676,0.09274584338014791,0
0.8071282732743802,0.7297317866938179,0.5362280914547007,0.9731157639793706,0.3785343772083535,0.552040631273227,0.8294046642529949,0.6185197523642461,1
0.045824383655662215,0.22789827565154686,0.28938796360210717,0.0797919769236275,0.23279088636103018,0.10100142940972912,0.2779736031100921,0.6356844442644002,0
0.26697782204911336,0.936654587712494,0.6480353852465935,0.6091310056669882,0.171138648198097,0.7291267979503492,0.1634024937619284,0.3794554417576478,0
0.6846142509898746,0.8428519201898096,0.7759999115462448,0.22904807196410437,0.03210024390403776,0.3154530480590819,0.26774087597570273,0.21098284358632646,0
0.65543866529488,0.39563190106066426,0.9145475897405435,0.4588518525873988,0.26488016649805246,0.24662750769398345,0.5613681341631508,0.26274160852293527,0
0.21932075915728333,0.9975376064951103,0.5095262936764645,0.09090941217379389,0.04711637542473457,0.10964913035065915,0.62744604170309,0.7920793643629641,0
0.9961213802400968,0.529114345099137,0.9710783776136181,0.8607797022344981,0.011481021942819636,0.7207218193601946,0.6817103690265748,0.5369703304087952,1
0.434765250669105,0.45372370632920644,0.9538159275210801,0.8758529403781941,0.26338905075109076,0.5005861130502983,0.17865188053013137,0.9126278393448205,0
0.6089702114381723,0.1528392685496348,0.7625108000751513,0.5393790301196257,0.7786264786305582,0.5303536721951775,0.0005718961279435053,0.3241560570046731,1
0.8316655293611794,0.30751412540266143,0.05792516649418755,0.8780095992040405,0.9469494452979941,0.08565345206787878,0.4859904633166138,0.06921251846838361,1
0.4752823780987313,0.5498035934949439,0.2650566289400591,0.8724330410852574,0.4231379402008869,0.21179820544208205,0.5392960887794583,0.7299310690899762,0
0.6498780576394535,0.43810008391450406,0.5175758410355906,0.12100419586826572,0.22469733703155736,0.33808556214745533,0.5883087184572333,0.230114732596577,0
0.22894178381115438,0.905420013006128,0.8596354002537465,0.07085734988865344,0.23800463436899522,0.6689777782962806,0.2142368073704386,0.132311848725025,0
0.7846194242907534,0.8074969977666434,0.1904099143618777,0.09693081422882333,0.4310511824063775,0.4235786230199208,0.467024668036675,0.7290758494598506,0
0.4026212821022688,0.33930260539496315,0.8616725363527911,0.24865633392028563,0.1902089084408115,0.4486135478331319,0.4218816398344042,0.27854514466694047,0
0.8613491047618306,0.5503253124498481,0.05058832952488124,0.9992824684127266,0.8360275850799519,0.9689962572847513,0.9263669830081276,0.8486957344143055,1
0.4010402925494526,0.058635399972178925,0.3789731189769161,0.9853088437797259,0.26520305817215195,0.7840706019485694,0.4550083673391433,0.4230074859901629,0
0.718408275296326,0.15479682527406413,0.2967078254945642,0.9687093649691588,0.5791802908162562,0.5421952013742742,0.7479755603790641,0.05716527290748308,1
0.15743272793948326,0.9607789032744504,0.08011146524058688,0.1858249609807232,0.5950351064500277,0.6752125536040902,0.2352038950009312,0.11988661394712419,0
0.6193815103321031,0.4192249153358725,0.5836722892912247,0.5227827155319589,0.9347062577364272,0.20425919942353643,0.7161918007894148,0.23868595261584602,1
0.31617719627185403,0.7518644924144021,0.07254311449315731,0.4582855226185861,0.9984544408544423,0.9960964478550944,0.073260721099633,0.2131543122670404,1
0.8792702424845428,0.36952708873888396,0.15774683235723197,0.833744954639807,0.703539925087371,0.6116777657259501,0.9872330636315043,0.6539763177107326,0
0.6633887149660773,0.9389300039271039,0.13429111439336772,0.11542867041910221,0.10703597770941764,0.5532236408848159,0.2723482123148163,0.6048298270302239,0
0.2639839016304094,0.48853185214937656,0.9053364910793232,0.8461037132948555,0.09229846771273342,0.42357577256372636,0.27668022397225167,0.0035456890877823,0
0.7412309083479308,0.5516804211263913,0.42768691898067934,0.009669699608339966,0.07524386007376704,0.883106393300143,0.9039285715598931,0.5455902892055223,1
0.12744551928213876,0.3082583499301337,0.89898148874259,0.7961223048880417,0.8607025820009028,0.8989246365264746,0.21007653833975404,0.24952973922292443,1
0.4063773898321168,0.6206615101507128,0.15455333833220464,0.9298810156936744,0.864605696219964,0.9762060329309629,0.8107717199403969,0.8814162046633244,0
0.9308158860483255,0.8022351389371389,0.8640640283752794,0.810749316574389,0.26680570959447203,0.7873745091354711,0.10809562640295711,0.8721667829060897,1
0.4603032346789421,0.30519086733860057,0.7953454991528618,0.22759548740777036,0.02366443470145152,0.19312978832770866,0.3282619511977065,0.8643529420302863,0
0.39967838436006087,0.9811496871982601,0.5362157324787219,0.9392371403247157,0.11534175185142759,0.970400611022228,0.17856781617246364,0.9625343157615555,0
0.7285450606527043,0.31367731419499123,0.6062088533061433,0.5114230596694781,0.38519543334472717,0.5765880434965995,0.25472250613858194,0.7087852838341706,1
0.7194299991448455,0.7419500778394765,0.6706285044329995,0.3642214717812642,0.06997381112631018,0.6642376849112723,0.3302000360425964,0.31391564505835967,0
0.30928466220865325,0.40839290861921684,0.40240038705772463,0.295655202525947,0.12728779905915322,0.4204463337729083,0.940363670730183,0.6773179452727329,0
0.5479372131356982,0.0004059396972875273,0.2869137168689272,0.4298881499898346,0.579984781195682,0.6547056237030716,0.4649881902470142,0.4421597993048074,1
0.7960247601267803,0.16969139619805473,0.08479553672512175,0.5154520099152164,0.6329408557657957,0.3351882554098009,0.8184234645366643,0.7511381375407322,1
0.024425387726826342,0.24484254407835015,0.47513634421880513,0.8497376946247319,0.0728282291845691,0.41444101099771935,0.6297653807377137,0.1944352367397093,0
0.6560580111117841,0.00554481813803176,0.7509644766184729,0.7700461885740251,0.10658729656353894,0.4251461939427341,0.17588668170653166,0.9579660422795397,0
0.8483363473516597,0.45646182547017256,0.8014166017222645,0.6675777325863531,0.987892453066448,0.5954523184694197,0.9500396084431559,0.891425925810437,1
0.830569169721415,0.5478719506108284,0.8972081032332622,0.7436554421595849,0.4746744368230533,0.25919154846501935,0.24723973750965955,0.6376614367761563,0
0.2745974469175383,0.07748335386473582,0.2857281508631525,0.2717151070821846,0.3197095684187623,0.5401522225184564,0.13837406151615572,0.23126147972818678,0
