0,1,2,target
6.394267984578837,0.25010755222666936,2.7502931836911926,0
7.364712141640124,6.766994874229113,8.921795677048454,0
4.2192181968527045,0.29797219438070344,2.1863797480360336,0
0.26535969683863625,1.988376506866485,6.498844377795232,0
9.572130722067811,3.365945451126268,0.9274584338014791,0
7.045718362149235,0.45824383655662215,2.2789827565154686,0
0.797919769236275,2.327908863610302,1.0100142940972912,0
8.428519201898096,7.759999115462448,2.2904807196410437,0
3.154530480590819,2.6774087597570273,2.109828435863265,0
5.613681341631508,2.6274160852293527,5.845859902235405,0
3.9940050514039727,2.1932075915728335,9.975376064951103,0
0.9090941217379389,0.4711637542473457,1.0964913035065915,0
0.11481021942819636,7.207218193601946,6.817103690265748,0
5.005861130502983,1.7865188053013137,9.126278393448205,0
0.005718961279435053,3.241560570046731,0.19476742385832302,0
8.787218778231843,8.316655293611795,3.0751412540266143,0
0.6921251846838361,7.606021652572315,7.658344293069877,0
4.231379402008869,2.1179820544208203,5.392960887794583,0
2.0115106338969593,3.1171629130089498,9.951493566608946,0
0.7099308600903254,6.311029572700989,2.289417838111544,0
2.142368073704386,1.32311848725025,9.35514240580671,0
0.9693081422882333,4.310511824063775,4.235786230199208,0
7.2907584945985064,6.7336454729330155,9.841652113659661,0
4.026212821022687,3.3930260539496313,8.61672536352791,0
1.902089084408115,4.4861354783313185,4.218816398344042,0
5.503253124498481,0.5058832952488124,9.992824684127266,0
4.550083673391433,4.230074859901629,9.573176408596732,0
0.5716527290748308,5.841775944589712,5.028503829195135,0
0.7254311449315731,4.5828552261858615,9.984544408544423,0
0.73260721099633,2.1315431226704042,2.6520041475040133,0
6.539763177107326,0.07823107152157949,8.171041351154617,0
1.0703597770941764,5.532236408848159,2.7234821231481634,0
4.885318521493765,9.053364910793233,8.461037132948555,0
4.235757725637264,2.7668022397225167,0.035456890877823,0
6.3711337730137965,2.619552624343482,7.412309083479308,0
4.276869189806794,0.09669699608339966,0.7524386007376704,0
1.4809378556748265,1.2744551928213876,3.082583499301337,0
2.4952973922292445,1.0279362167178563,7.801162418714426,0
0.24786361898188725,7.365644717550821,3.3218546794642867,0
7.873745091354712,1.0809562640295711,8.721667829060898,0
7.419500778394765,6.706285044329995,3.642214717812642,0
4.024003870577246,2.9565520252594704,1.2728779905915322,0
3.0094987456556535,5.479372131356982,0.004059396972875273,0
4.421597993048074,2.137014009891003,4.731861859093263,0
1.7588668170653166,9.579660422795397,5.179577504437408,0
4.746744368230534,2.5919154846501935,2.4723973750965955,0
0.7748335386473582,2.857281508631525,2.717151070821846,0
5.401522225184564,1.3837406151615572,2.312614797281868,0
7.064191416945523,0.6422885071387807,4.075993696665867,0
4.157742341031559,2.0683438951441024,4.201435177734256,0
3.8038102892771164,0.058960835839930725,3.517588026718247,0
4.3583597604663655,0.2902481994671524,3.3612954369838244,0
4.043166691376371,1.6504473120350882,4.673901492323101,0
6.222569609740647,0.2696645190513769,3.9402025633970474,0
0.27102046340312436,6.427496480093358,1.3569948723056424,0
0.5028463348862755,3.7910386418813955,2.1166028421148155,0
2.522715317823806,0.8190623276164255,0.1938328705001069,0
0.20380017320332344,1.5238234578479037,1.2622097487420625,0
5.639695819300191,2.1796454090650363,6.994649712461508,0
1.6778914336780226,6.072474938909317,7.479256519552858,0
8.193011743110851,9.647207730340877,1.0809874965760657,0
7.1501470504946845,0.7599647784305996,6.906144159329804,0
1.0190130544597653,7.7248088495122404,8.502932390887963,0
4.283780132347444,3.7057087621805618,5.059607896770779,0
2.6839553804922534,8.517131600193318,8.307310188906033,0
3.7898930412826406,0.2869999777008958,8.509528363124591,0
0.8561296195802126,7.200746641041943,4.885778468487874,0
0.9305335055467168,2.2159640047253015,6.917871552952018,0
2.514036762009415,1.2065588475230582,1.925842934515174,0
